Symbol,Sector,Daily,Weekly,Monthly
RATEGAIN.NS,IT - Software,NO,NO,NO
RATNAMANI.NS,Industrial Products,NO,NO,NO
RATNAVEER.NS,Industrial Products,NO,NO,NO
RAYMOND.NS,Realty,NO,NO,NO
RAYMONDLSL.NS,Textiles & Apparels,NO,NO,NO
RAYMONDREL.NS,Realty,NO,NO,NO
RBA.NS,Leisure Services,NO,NO,NO
RBLBANK.NS,Banks,NO,NO,NO
RBMINFRA.NS,Commercial Services & Supplies,NO,NO,NO
RBS.NS,Agricultural Food & other Products,NO,NO,NO
RBZJEWEL.NS,Consumer Durables,NO,NO,NO
RCDL.NS,Agricultural Food & other Products,NO,NO,NO
RCF.NS,Fertilizers & Agrochemicals,NO,NO,NO
RCOM.NS,Telecom - Services,NO,NO,NO
READYMIX.NS,Construction,NO,NO,NO
RECLTD.NS,Finance,NO,NO,NO
REDINGTON.NS,Commercial Services & Supplies,NO,NO,NO
REDTAPE.NS,Consumer Durables,NO,NO,NO
REFEX.NS,Chemicals & Petrochemicals,NO,NO,NO
REFRACTORY.NS,Industrial Products,NO,NO,NO
REGAAL.NS,Agricultural Food & other Products,NO,NO,NO
REGENCERAM.NS,Consumer Durables,NO,NO,NO
RELAXO.NS,Consumer Durables,NO,NO,NO
RELCHEMQ.NS,Textiles & Apparels,NO,NO,NO
RELIABLE.NS,Finance,NO,NO,NO
RELIANCE.NS,Petroleum Products,NO,NO,NO
RELIGARE.NS,Finance,NO,NO,NO
RELINFRA.NS,Power,NO,NO,NO
RELTD.NS,Electrical Equipment,NO,NO,NO
REMSONSIND.NS,Auto Components,NO,NO,NO
REMUS.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
RENUKA.NS,Agricultural Food & other Products,NO,NO,NO
REPCOHOME.NS,Finance,NO,NO,NO
REPL.NS,Construction,NO,NO,NO
REPRO.NS,Printing & Publication,NO,NO,NO
RESPONIND.NS,Consumer Durables,NO,NO,NO
RETAIL.NS,Retailing,NO,NO,NO
REXPIPES.NS,Industrial Products,NO,NO,NO
REXPRO.NS,Consumer Durables,NO,NO,NO
RGL.NS,Consumer Durables,NO,NO,NO
RHETAN.NS,Industrial Products,NO,NO,NO
RHFL.NS,Finance,NO,NO,NO
RHIM.NS,Industrial Products,NO,NO,NO
RHL.NS,Leisure Services,NO,NO,NO
RICHA.NS,IT - Hardware,NO,NO,NO
RICOAUTO.NS,Auto Components,NO,NO,NO
RIIL.NS,Transport Services,NO,NO,NO
RIIT.NS,Transport Infrastructure,NO,NO,NO
RILINFRA.NS,Construction,NO,NO,NO
RISHABH.NS,Electrical Equipment,NO,NO,NO
RITCO.NS,Transport Services,NO,NO,NO
RITES.NS,Construction,NO,NO,NO
RITEZONE.NS,Chemicals & Petrochemicals,NO,NO,NO
RKDL.NS,Beverages,NO,NO,NO
RKEC.NS,Construction,NO,NO,NO
RKFORGE.NS,Auto Components,NO,NO,NO
RKSWAMY.NS,Media,NO,NO,NO
RMC.NS,Electrical Equipment,NO,NO,NO
RMDRIP.NS,Industrial Products,NO,NO,NO
RML.NS,Auto Components,NO,NO,NO
RNBDENIMS.NS,Textiles & Apparels,NO,NO,NO
RNFI.NS,Finance,NO,NO,NO
RNPL.NS,Chemicals & Petrochemicals,NO,NO,NO
ROADSTAR.NS,Transport Infrastructure,NO,NO,NO
ROCKINGDCE.NS,Commercial Services & Supplies,NO,NO,NO
ROHLTD.NS,Leisure Services,NO,NO,NO
ROLEXRINGS.NS,Auto Components,NO,NO,NO
ROLLT.NS,Industrial Products,NO,NO,NO
ROML.NS,Agricultural Food & other Products,NO,NO,NO
ROSSARI.NS,Chemicals & Petrochemicals,NO,NO,NO
ROSSELLIND.NS,Agricultural Food & other Products,NO,NO,NO
ROSSTECH.NS,Aerospace & Defense,NO,NO,NO
ROTO.NS,Industrial Products,NO,NO,NO
ROUTE.NS,Telecom - Services,NO,NO,NO
ROXHITECH.NS,IT - Services,NO,NO,NO
ROYALARC.NS,Industrial Products,NO,NO,NO
RPEL.NS,Industrial Products,NO,NO,NO
RPGLIFE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
RPOWER.NS,Power,NO,NO,NO
RPPINFRA.NS,Construction,NO,NO,NO
RPPL.NS,Industrial Products,NO,NO,NO
RPSGVENT.NS,Commercial Services & Supplies,NO,NO,NO
RPTECH.NS,IT - Hardware,NO,NO,NO
RRKABEL.NS,Industrial Products,NO,NO,NO
RSL.NS,Industrial Products,NO,NO,NO
RSSOFTWARE.NS,IT - Software,NO,NO,NO
RSWM.NS,Textiles & Apparels,NO,NO,NO
RSYSTEMS.NS,IT - Services,NO,NO,NO
RTL.NS,Telecom - Services,NO,NO,NO
RTNINDIA.NS,Retailing,NO,NO,NO
RTNPOWER.NS,Power,NO,NO,NO
RUBFILA.NS,Industrial Products,NO,NO,NO
RUBICON.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
RUBYMILLS.NS,Textiles & Apparels,NO,NO,NO
RUCHINFRA.NS,Commercial Services & Supplies,NO,NO,NO
RUCHIRA.NS,"Paper, Forest & Jute Products",NO,NO,NO
RUDRA.NS,Industrial Products,NO,NO,NO
RULKA.NS,Construction,NO,NO,NO
RUPA.NS,Textiles & Apparels,NO,NO,NO
RUSHIL.NS,Consumer Durables,NO,NO,NO
RUSTOMJEE.NS,Realty,NO,NO,NO
RVHL.NS,Realty,NO,NO,NO
RVNL.NS,Construction,NO,NO,NO
RVTH.NS,Industrial Manufacturing,NO,NO,NO
S&SPOWER.NS,Electrical Equipment,NO,NO,NO
SAAKSHI.NS,Electrical Equipment,NO,NO,NO
SAATVIKGL.NS,Electrical Equipment,NO,NO,NO
SABAR.NS,Industrial Products,NO,NO,NO
SABEVENTS.NS,Media,NO,NO,NO
SACHEEROME.NS,Chemicals & Petrochemicals,NO,NO,NO
SADBHAV.NS,Construction,NO,NO,NO
SADBHIN.NS,Construction,NO,NO,NO
SADHAV.NS,Transport Services,NO,NO,NO
SADHNANIQ.NS,Chemicals & Petrochemicals,NO,NO,NO
SAFARI.NS,Consumer Durables,NO,NO,NO
SAFEENTP.NS,Consumer Durables,NO,NO,NO
SAGARDEEP.NS,Industrial Products,NO,NO,NO
SAGCEM.NS,Cement & Cement Products,NO,NO,NO
SAGILITY.NS,IT - Services,NO,NO,NO
SAHAJ.NS,Textiles & Apparels,NO,NO,NO
SAHAJSOLAR.NS,Electrical Equipment,NO,NO,NO
SAHANA.NS,IT - Services,NO,NO,NO
SAHASRA.NS,Industrial Products,NO,NO,NO
SAHLIBHFI.NS,Finance,NO,NO,NO
SAHYADRI.NS,Other Construction Materials,NO,NO,NO
SAIFL.NS,Agricultural Food & other Products,NO,NO,NO
SAIL.NS,Ferrous Metals,NO,NO,NO
SAILIFE.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SAIPARENT.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SAJHOTELS.NS,Leisure Services,NO,NO,NO
SAKAR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SAKHTISUG.NS,Agricultural Food & other Products,NO,NO,NO
SAKSOFT.NS,IT - Software,NO,NO,NO
SAKUMA.NS,Commercial Services & Supplies,NO,NO,NO
SALASAR.NS,Industrial Manufacturing,NO,NO,NO
SALONA.NS,Textiles & Apparels,NO,NO,NO
SALSTEEL.NS,Ferrous Metals,NO,NO,NO
SALZERELEC.NS,Electrical Equipment,NO,NO,NO
SAMAY.NS,Construction,NO,NO,NO
SAMBHAAV.NS,Media,NO,NO,NO
SAMBHV.NS,Industrial Products,NO,NO,NO
SAMHI.NS,Leisure Services,NO,NO,NO
SAMMAANCAP.NS,Finance,NO,NO,NO
SAMPANN.NS,Industrial Products,NO,NO,NO
SANATHAN.NS,Textiles & Apparels,NO,NO,NO
SANCO.NS,Industrial Products,NO,NO,NO
SANDESH.NS,Media,NO,NO,NO
SANDHAR.NS,Auto Components,NO,NO,NO
SANDUMA.NS,Consumable Fuels,NO,NO,NO
SANGAMIND.NS,Textiles & Apparels,NO,NO,NO
SANGANI.NS,Healthcare Services,NO,NO,NO
SANGHIIND.NS,Cement & Cement Products,NO,NO,NO
SANGHVIMOV.NS,Commercial Services & Supplies,NO,NO,NO
SANGINITA.NS,Chemicals & Petrochemicals,NO,NO,NO
SANOFI.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SANOFICONR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SANSERA.NS,Auto Components,NO,NO,NO
SANSTAR.NS,Agricultural Food & other Products,NO,NO,NO
SANWARIA.NS,Food Products,NO,NO,NO
SAPPHIRE.NS,Leisure Services,NO,NO,NO
SARDAEN.NS,Ferrous Metals,NO,NO,NO
SAREGAMA.NS,Entertainment,NO,NO,NO
SARLAPOLY.NS,Textiles & Apparels,NO,NO,NO
SAROJA.NS,Chemicals & Petrochemicals,NO,NO,NO
SARTELE.NS,Telecom - Services,NO,NO,NO
SARVESHWAR.NS,Agricultural Food & other Products,NO,NO,NO
SASKEN.NS,IT - Services,NO,NO,NO
SASTASUNDR.NS,Healthcare Services,NO,NO,NO
SATECH.NS,IT - Software,NO,NO,NO
SATIA.NS,"Paper, Forest & Jute Products",NO,NO,NO
SATIN.NS,Finance,NO,NO,NO
SATIPOLY.NS,Industrial Products,NO,NO,NO
SATKARTAR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SATTVAENGG.NS,Other Utilities,NO,NO,NO
SAURASHCEM.NS,Cement & Cement Products,NO,NO,NO
SAVY.NS,Construction,NO,NO,NO
SAWALIYA.NS,Agricultural Food & other Products,NO,NO,NO
SBC.NS,Textiles & Apparels,NO,NO,NO
SBCL.NS,Industrial Products,NO,NO,NO
SBFC.NS,Finance,NO,NO,NO
SBGLP.NS,Realty,NO,NO,NO
SBICARD.NS,Finance,NO,NO,NO
SBILIFE.NS,Insurance,NO,NO,NO
SBIN.NS,Banks,NO,NO,NO
SCHAEFFLER.NS,Auto Components,NO,NO,NO
SCHAND.NS,Printing & Publication,NO,NO,NO
SCHNEIDER.NS,Electrical Equipment,NO,NO,NO
SCI.NS,Transport Services,NO,NO,NO
SCILAL.NS,Finance,NO,NO,NO
SCML.NS,Industrial Products,NO,NO,NO
SCODATUBES.NS,Industrial Products,NO,NO,NO
SCPL.NS,Food Products,NO,NO,NO
SDBL.NS,Beverages,NO,NO,NO
SDREAMS.NS,Textiles & Apparels,NO,NO,NO
SEAMECLTD.NS,Transport Services,NO,NO,NO
SECL.NS,Construction,NO,NO,NO
SECMARK.NS,IT - Software,NO,NO,NO
SECURKLOUD.NS,IT - Services,NO,NO,NO
SEDEMAC.NS,Auto Components,NO,NO,NO
SEITINVIT.NS,Power,NO,NO,NO
SEJALLTD.NS,Industrial Products,NO,NO,NO
SEL.NS,Electrical Equipment,NO,NO,NO
SELLOWRAP.NS,Auto Components,NO,NO,NO
SELMC.NS,Textiles & Apparels,NO,NO,NO
SEMAC.NS,Construction,NO,NO,NO
SENCO.NS,Consumer Durables,NO,NO,NO
SENORES.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SEPC.NS,Construction,NO,NO,NO
SERVICE.NS,Commercial Services & Supplies,NO,NO,NO
SERVOTECH.NS,Electrical Equipment,NO,NO,NO
SESHAPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
SETCO.NS,Auto Components,NO,NO,NO
SETL.NS,Industrial Manufacturing,NO,NO,NO
SETUINFRA.NS,Construction,NO,NO,NO
SEYAIND.NS,Chemicals & Petrochemicals,NO,NO,NO
SFL.NS,Consumer Durables,NO,NO,NO
SFML.NS,Commercial Services & Supplies,NO,NO,NO
SGFIN.NS,Finance,NO,NO,NO
SGIL.NS,Industrial Products,NO,NO,NO
SGL.NS,Textiles & Apparels,NO,NO,NO
SGMART.NS,Metals & Minerals Trading,NO,NO,NO
SHADOWFAX.NS,Transport Services,NO,NO,NO
SHAH.NS,Industrial Products,NO,NO,NO
SHAHALLOYS.NS,Industrial Products,NO,NO,NO
SHAILY.NS,Industrial Products,NO,NO,NO
SHAIVAL.NS,Commercial Services & Supplies,NO,NO,NO
SHAKTIPUMP.NS,Industrial Products,NO,NO,NO
SHALBY.NS,Healthcare Services,NO,NO,NO
SHALPAINTS.NS,Consumer Durables,NO,NO,NO
SHANKARA.NS,Retailing,NO,NO,NO
SHANTHALA.NS,Cigarettes & Tobacco Products,NO,NO,NO
SHANTI.NS,Agricultural Food & other Products,NO,NO,NO
SHANTIGEAR.NS,Industrial Manufacturing,NO,NO,NO
SHANTIGOLD.NS,Consumer Durables,NO,NO,NO
SHARDACROP.NS,Fertilizers & Agrochemicals,NO,NO,NO
SHARDAMOTR.NS,Auto Components,NO,NO,NO
SHAREINDIA.NS,Capital Markets,NO,NO,NO
SHEEL.NS,Commercial Services & Supplies,NO,NO,NO
SHEETAL.NS,Agricultural Food & other Products,NO,NO,NO
SHEKHAWATI.NS,Textiles & Apparels,NO,NO,NO
SHEMAROO.NS,Entertainment,NO,NO,NO
SHERA.NS,Industrial Products,NO,NO,NO
SHETHJI.NS,Agricultural Food & other Products,NO,NO,NO
SHIGAN.NS,Auto Components,NO,NO,NO
SHILCTECH.NS,Electrical Equipment,NO,NO,NO
SHILPAMED.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SHIVALIK.NS,Fertilizers & Agrochemicals,NO,NO,NO
SHIVAMAUTO.NS,Auto Components,NO,NO,NO
SHIVAMILLS.NS,Textiles & Apparels,NO,NO,NO
SHIVASHRIT.NS,Food Products,NO,NO,NO
SHIVATEX.NS,Textiles & Apparels,NO,NO,NO
SHIVAUM.NS,Commercial Services & Supplies,NO,NO,NO
SHK.NS,Chemicals & Petrochemicals,NO,NO,NO
SHKSIL.NS,Ferrous Metals,NO,NO,NO
SHOPERSTOP.NS,Retailing,NO,NO,NO
SHRADHA.NS,Realty,NO,NO,NO
SHREDIGCEM.NS,Cement & Cement Products,NO,NO,NO
SHREECEM.NS,Cement & Cement Products,NO,NO,NO
SHREEJISPG.NS,Transport Services,NO,NO,NO
SHREEKARNI.NS,Textiles & Apparels,NO,NO,NO
SHREEOSFM.NS,Transport Services,NO,NO,NO
SHREEPUSHK.NS,Chemicals & Petrochemicals,NO,NO,NO
SHREERAMA.NS,Industrial Products,NO,NO,NO
SHREMINVIT.NS,Construction,NO,NO,NO
SHRENIK.NS,"Paper, Forest & Jute Products",NO,NO,NO
SHREYANIND.NS,"Paper, Forest & Jute Products",NO,NO,NO
SHRIAHIMSA.NS,Food Products,NO,NO,NO
SHRIKANHA.NS,Industrial Products,NO,NO,NO
SHRINGARMS.NS,Consumer Durables,NO,NO,NO
SHRIPISTON.NS,Auto Components,NO,NO,NO
SHRIRAMFIN.NS,Finance,NO,NO,NO
SHRIRAMPPS.NS,Realty,NO,NO,NO
SHRITECH.NS,Industrial Products,NO,NO,NO
SHUBHLAXMI.NS,Consumer Durables,NO,NO,NO
SHUBHSHREE.NS,Industrial Products,NO,NO,NO
SHYAMCENT.NS,Ferrous Metals,NO,NO,NO
SHYAMDHANI.NS,Food Products,NO,NO,NO
SHYAMMETL.NS,Industrial Products,NO,NO,NO
SHYAMTEL.NS,Commercial Services & Supplies,NO,NO,NO
SICALLOG.NS,Transport Services,NO,NO,NO
SIDDHICOTS.NS,Textiles & Apparels,NO,NO,NO
SIDDHIKA.NS,Consumer Durables,NO,NO,NO
SIEMENS.NS,Electrical Equipment,NO,NO,NO
SIGACHI.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SIGIND.NS,Commercial Services & Supplies,NO,NO,NO
SIGMA.NS,IT - Services,NO,NO,NO
SIGMAADV.NS,Aerospace & Defense,NO,NO,NO
SIGNATURE.NS,Realty,NO,NO,NO
SIGNORIA.NS,Textiles & Apparels,NO,NO,NO
SIGNPOST.NS,Media,NO,NO,NO
SIKKO.NS,Fertilizers & Agrochemicals,NO,NO,NO
SIL.NS,Realty,NO,NO,NO
SILGO.NS,Consumer Durables,NO,NO,NO
SILINV.NS,Finance,NO,NO,NO
SILKFLEX.NS,Chemicals & Petrochemicals,NO,NO,NO
SILKY.NS,Textiles & Apparels,NO,NO,NO
SILLYMONKS.NS,Entertainment,NO,NO,NO
SILVERTUC.NS,IT - Software,NO,NO,NO
SIMBHALS.NS,Agricultural Food & other Products,NO,NO,NO
SIMPLEXINF.NS,Construction,NO,NO,NO
SINCLAIR.NS,Leisure Services,NO,NO,NO
SINDHUTRAD.NS,Transport Services,NO,NO,NO
SINGERIND.NS,Consumer Durables,NO,NO,NO
SINTERCOM.NS,Auto Components,NO,NO,NO
SIRCA.NS,Consumer Durables,NO,NO,NO
SIS.NS,Other Consumer Services,NO,NO,NO
SITINET.NS,Entertainment,NO,NO,NO
SIYSIL.NS,Textiles & Apparels,NO,NO,NO
SJLOGISTIC.NS,Transport Services,NO,NO,NO
SJS.NS,Auto Components,NO,NO,NO
SJVN.NS,Power,NO,NO,NO
SKFINDIA.NS,Industrial Products,NO,NO,NO
SKFINDUS.NS,Industrial Products,NO,NO,NO
SKIL.NS,Construction,NO,NO,NO
SKIPPER.NS,Electrical Equipment,NO,NO,NO
SKMEGGPROD.NS,Food Products,NO,NO,NO
SKP.NS,Industrial Products,NO,NO,NO
SKYGOLD.NS,Consumer Durables,NO,NO,NO
SLONE.NS,IT - Hardware,NO,NO,NO
SMARTEN.NS,Electrical Equipment,NO,NO,NO
SMARTLINK.NS,IT - Hardware,NO,NO,NO
SMARTWORKS.NS,Commercial Services & Supplies,NO,NO,NO
SMCGLOBAL.NS,Capital Markets,NO,NO,NO
SMLMAH.NS,"Agricultural, Commercial & Construction Vehicles",NO,NO,NO
SMLT.NS,Industrial Products,NO,NO,NO
SMSPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SMVD.NS,Industrial Products,NO,NO,NO
SNEHAA.NS,Chemicals & Petrochemicals,NO,NO,NO
SNOWMAN.NS,Transport Services,NO,NO,NO
SOBHA.NS,Realty,NO,NO,NO
SOCL.NS,Petroleum Products,NO,NO,NO
SOFTTECH.NS,IT - Software,NO,NO,NO
SOLARA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SOLARINDS.NS,Chemicals & Petrochemicals,NO,NO,NO
SOLARWORLD.NS,Construction,NO,NO,NO
SOLEX.NS,Electrical Equipment,NO,NO,NO
SOMANYCERA.NS,Consumer Durables,NO,NO,NO
SOMATEX.NS,Textiles & Apparels,NO,NO,NO
SOMICONVEY.NS,Industrial Manufacturing,NO,NO,NO
SONACOMS.NS,Auto Components,NO,NO,NO
SONAMAC.NS,Industrial Manufacturing,NO,NO,NO
SONAMLTD.NS,Consumer Durables,NO,NO,NO
SONATSOFTW.NS,IT - Software,NO,NO,NO
SONUINFRA.NS,Construction,NO,NO,NO
SOTAC.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SOTL.NS,Petroleum Products,NO,NO,NO
SOUTHBANK.NS,Banks,NO,NO,NO
SOUTHWEST.NS,Commercial Services & Supplies,NO,NO,NO
SPAL.NS,Textiles & Apparels,NO,NO,NO
SPANDANA.NS,Finance,NO,NO,NO
SPARC.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SPCENET.NS,Commercial Services & Supplies,NO,NO,NO
SPCL.NS,Electrical Equipment,NO,NO,NO
SPCON.NS,Construction,NO,NO,NO
SPEB.NS,Chemicals & Petrochemicals,NO,NO,NO
SPECIALITY.NS,Leisure Services,NO,NO,NO
SPECTRUM.NS,Industrial Manufacturing,NO,NO,NO
SPECTSTM.NS,Commercial Services & Supplies,NO,NO,NO
SPENCERS.NS,Retailing,NO,NO,NO
SPIC.NS,Fertilizers & Agrochemicals,NO,NO,NO
SPICEJET.NS,Transport Services,NO,NO,NO
SPLIL.NS,Textiles & Apparels,NO,NO,NO
SPLPETRO.NS,Chemicals & Petrochemicals,NO,NO,NO
SPMLINFRA.NS,Construction,NO,NO,NO
SPORTKING.NS,Textiles & Apparels,NO,NO,NO
SPPPOLY.NS,Industrial Products,NO,NO,NO
SPRL.NS,Industrial Products,NO,NO,NO
SPUNWEB.NS,Textiles & Apparels,NO,NO,NO
SRD.NS,Chemicals & Petrochemicals,NO,NO,NO
SREEL.NS,Consumer Durables,NO,NO,NO
SRF.NS,Chemicals & Petrochemicals,NO,NO,NO
SRGHFL.NS,Finance,NO,NO,NO
SRHHYPOLTD.NS,Chemicals & Petrochemicals,NO,NO,NO
SRIVASAVI.NS,Industrial Products,NO,NO,NO
SRM.NS,Construction,NO,NO,NO
SRPL.NS,Agricultural Food & other Products,NO,NO,NO
SRTL.NS,Textiles & Apparels,NO,NO,NO
SSDL.NS,Textiles & Apparels,NO,NO,NO
SSEGL.NS,Construction,NO,NO,NO
SSFL.NS,Food Products,NO,NO,NO
SSWL.NS,Auto Components,NO,NO,NO
STALLION.NS,Chemicals & Petrochemicals,NO,NO,NO
STANLEY.NS,Consumer Durables,NO,NO,NO
STAR.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
STARCEMENT.NS,Cement & Cement Products,NO,NO,NO
STARHEALTH.NS,Insurance,NO,NO,NO
STARPAPER.NS,"Paper, Forest & Jute Products",NO,NO,NO
STARTECK.NS,Finance,NO,NO,NO
STCINDIA.NS,Commercial Services & Supplies,NO,NO,NO
STEELCAS.NS,Industrial Products,NO,NO,NO
STEELCITY.NS,Capital Markets,NO,NO,NO
STEELXIND.NS,Industrial Products,NO,NO,NO
STEL.NS,Finance,NO,NO,NO
STERTOOLS.NS,Auto Components,NO,NO,NO
STLNETWORK.NS,Telecom - Services,NO,NO,NO
STLTECH.NS,Telecom - Equipment & Accessories,NO,NO,NO
STOVEKRAFT.NS,Consumer Durables,NO,NO,NO
STRIDERS.NS,Consumer Durables,NO,NO,NO
STUDDS.NS,Auto Components,NO,NO,NO
STUDIOLSD.NS,Entertainment,NO,NO,NO
STYL.NS,Financial Technology (Fintech),NO,NO,NO
STYLAMIND.NS,Consumer Durables,NO,NO,NO
STYLEBAAZA.NS,Retailing,NO,NO,NO
STYRENIX.NS,Chemicals & Petrochemicals,NO,NO,NO
SUBAHOTELS.NS,Leisure Services,NO,NO,NO
SUBEXLTD.NS,IT - Software,NO,NO,NO
SUBROS.NS,Industrial Products,NO,NO,NO
SUDARCOLOR.NS,Chemicals & Petrochemicals,NO,NO,NO
SUDARSCHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
SUDEEPPHRM.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SUKHJITS.NS,Agricultural Food & other Products,NO,NO,NO
SULA.NS,Beverages,NO,NO,NO
SUMEETINDS.NS,Textiles & Apparels,NO,NO,NO
SUMICHEM.NS,Fertilizers & Agrochemicals,NO,NO,NO
SUMIT.NS,Realty,NO,NO,NO
SUMMITSEC.NS,Finance,NO,NO,NO
SUNCLAY.NS,Auto Components,NO,NO,NO
SUNDARAM.NS,Household Products,NO,NO,NO
SUNDARMFIN.NS,Finance,NO,NO,NO
SUNDRMBRAK.NS,Auto Components,NO,NO,NO
SUNDRMFAST.NS,Auto Components,NO,NO,NO
SUNDROP.NS,Agricultural Food & other Products,NO,NO,NO
SUNFLAG.NS,Industrial Products,NO,NO,NO
SUNLITE.NS,Industrial Products,NO,NO,NO
SUNPHARMA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SUNREST.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SUNTECH.NS,Construction,NO,NO,NO
SUNTECK.NS,Realty,NO,NO,NO
SUNTV.NS,Entertainment,NO,NO,NO
SUPERHOUSE.NS,Consumer Durables,NO,NO,NO
SUPERSPIN.NS,Textiles & Apparels,NO,NO,NO
SUPRAJIT.NS,Auto Components,NO,NO,NO
SUPREME.NS,Realty,NO,NO,NO
SUPREMEENG.NS,Industrial Products,NO,NO,NO
SUPREMEIND.NS,Industrial Products,NO,NO,NO
SUPREMEINF.NS,Construction,NO,NO,NO
SUPREMEPWR.NS,Electrical Equipment,NO,NO,NO
SUPRIYA.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SURAJEST.NS,Realty,NO,NO,NO
SURAJLTD.NS,Industrial Products,NO,NO,NO
SURAKSHA.NS,Healthcare Services,NO,NO,NO
SURANASOL.NS,Electrical Equipment,NO,NO,NO
SURANAT&P.NS,Power,NO,NO,NO
SURANI.NS,Industrial Products,NO,NO,NO
SURYALAXMI.NS,Textiles & Apparels,NO,NO,NO
SURYAROSNI.NS,Industrial Products,NO,NO,NO
SURYODAY.NS,Banks,NO,NO,NO
SUTLEJTEX.NS,Textiles & Apparels,NO,NO,NO
SUVEN.NS,Healthcare Services,NO,NO,NO
SUVIDHAA.NS,Financial Technology (Fintech),NO,NO,NO
SUYOG.NS,Telecom - Services,NO,NO,NO
SUZLON.NS,Electrical Equipment,NO,NO,NO
SVLL.NS,Transport Services,NO,NO,NO
SVPGLOB.NS,Textiles & Apparels,NO,NO,NO
SWANCORP.NS,Chemicals & Petrochemicals,NO,NO,NO
SWANDEF.NS,Industrial Manufacturing,NO,NO,NO
SWARAJ.NS,Textiles & Apparels,NO,NO,NO
SWARAJENG.NS,Industrial Products,NO,NO,NO
SWASTIK.NS,Industrial Products,NO,NO,NO
SWELECTES.NS,Electrical Equipment,NO,NO,NO
SWIGGY.NS,Retailing,NO,NO,NO
SWSOLAR.NS,Construction,NO,NO,NO
SYLVANPLY.NS,Consumer Durables,NO,NO,NO
SYMPHONY.NS,Consumer Durables,NO,NO,NO
SYNCOMF.NS,Pharmaceuticals & Biotechnology,NO,NO,NO
SYNGENE.NS,Healthcare Services,NO,NO,NO
SYNOPTICS.NS,IT - Services,NO,NO,NO
SYRMA.NS,Industrial Manufacturing,NO,NO,NO
SYSTANGO.NS,IT - Software,NO,NO,NO
SYSTMTXC.NS,Capital Markets,NO,NO,NO
TAC.NS,IT - Software,NO,NO,NO
TAINWALCHM.NS,Industrial Products,NO,NO,NO
TAJGVK.NS,Leisure Services,NO,NO,NO
TAKE.NS,Healthcare Services,NO,NO,NO
TALBROAUTO.NS,Auto Components,NO,NO,NO
TANKUP.NS,Industrial Products,NO,NO,NO
TANLA.NS,IT - Software,NO,NO,NO
TAPIFRUIT.NS,Food Products,NO,NO,NO
TARACHAND.NS,Commercial Services & Supplies,NO,NO,NO
TARAPUR.NS,Electrical Equipment,NO,NO,NO
TARC.NS,Realty,NO,NO,NO
TARIL.NS,Electrical Equipment,NO,NO,NO
TARMAT.NS,Construction,NO,NO,NO
TARSONS.NS,Healthcare Equipment & Supplies,NO,NO,NO
TASTYBITE.NS,Food Products,NO,NO,NO
TATACAP.NS,Finance,NO,NO,NO
TATACHEM.NS,Chemicals & Petrochemicals,NO,NO,NO
TATACOMM.NS,Telecom - Services,NO,NO,NO
TATACONSUM.NS,Agricultural Food & other Products,NO,NO,NO
TATAELXSI.NS,IT - Software,NO,NO,NO
TATAINVEST.NS,Finance,NO,NO,NO
TATAPOWER.NS,Power,NO,NO,NO
TATASTEEL.NS,Ferrous Metals,NO,NO,NO
TATATECH.NS,IT - Services,NO,NO,NO
TATVA.NS,Chemicals & Petrochemicals,NO,NO,NO
TAURIAN.NS,Industrial Manufacturing,NO,NO,NO
TBI.NS,Agricultural Food & other Products,NO,NO,NO
TBOTEK.NS,Leisure Services,NO,NO,NO
TBZ.NS,Consumer Durables,NO,NO,NO
TCC.NS,Retailing,NO,NO,NO
TCI.NS,Transport Services,NO,NO,NO
TCIEXP.NS,Transport Services,NO,NO,NO
TCIFINANCE.NS,Finance,NO,NO,NO
TCL.NS,Auto Components,NO,NO,NO
TCPLPACK.NS,Industrial Products,NO,NO,NO
TCS.NS,IT - Software,NO,NO,NO
TDPOWERSYS.NS,Electrical Equipment,NO,NO,NO
TEAMGTY.NS,Finance,NO,NO,NO
TEAMLEASE.NS,Commercial Services & Supplies,NO,NO,NO
